code,group,sub_group,parent,type,name,url,provider,available,quantity,performance,hours_day,uom_id,price,
,,,030102,7,Demolición de muro de fábrica de ladrillo cerámico macizo. con medios manuales. y carga manual sobre camión o contenedor.,,,,,,,,,
030103,03,0301,,2,Demolición de muro de bloque de hormigón  hueco de fábrica.,,,,1.000,4.32,8,m2,,
O01OA071,,,030103,4,Peón especializado,,,1,1.850,,,h,20.43,
O01OA070,,,030103,4,Peón ordinario,,,1,1.850,,,h,21.15,
,,,030103,7,Demolición de muro de fábrica de bloque de hormigón hueco. con medios manuales. y carga manual sobre camión o contenedor.,,,,,,,,,
030104,03,0301,,2,Demolición de muro de bloque de hormigón  hueco de fábrica mecanizado,,,,1.000,7.27,8,m2,,
O01OA071,,,030104,4,Peón especializado,,,1,1.100,,,h,20.43,
O01OA070,,,030104,4,Peón ordinario,,,1,1.100,,,h,21.15,
MAQ0002,,,030104,5,Martillo neumático.,,,0.59,0.650,,,h,4.57,
MAQ0003,,,030104,5,Compresor portátil diésel media presión 10 m3/min.,,,0.30,0.325,,,h,7.75,
,,,030104,7,Demolición de muro de fábrica de bloque de hormigón hueco. con martillo neumático. y carga manual sobre camión o contenedor.,,,,,,,,,
030105,03,0301,,2,Demolición de muro de bloque de hormigón  macizado de fábrica mecanizado,,,,1.000,2.35,8,m2,,
O01OA071,,,030105,4,Peón especializado,,,1,3.400,,,h,20.43,
O01OA070,,,030105,4,Peón ordinario,,,1,3.400,,,h,21.15,
MAQ0002,,,030105,5,Martillo neumático.,,,0.59,2.000,,,h,4.57,
MAQ0003,,,030105,5,Compresor portátil diésel media presión 10 m3/min.,,,0.29,1.000,,,h,7.75,
,,,030105,7,Demolición de muro de fábrica de bloque de hormigón macizado y armado. con martillo neumático. y carga manual sobre camión o contenedor.,,,,,,,,,
060101,06,0601,,2,Demolición de entramado de madera.,,,,1.000,16.00,8,m2,,
MAQ0005,,,060101,5,Motosierra a gasolina. de 50 cm de espada y 2 kW de potencia.,,,0.60,0.300,,,h,3.36,
O01OA080,,,060101,4,Oficial 1ª ,,,0.60,0.300,,,h,22.27,
O01OA071,,,060101,4,Peón especializado,,,0.60,0.300,,,h,20.43,
O01OA070,,,060101,4,Peón ordinario,,,1,0.500,,,h,21.15,
,,,060101,7,Demolición de entramado de madera. con medios manuales y motosierra. y carga manual sobre camión o contenedor.,,,,,,,,,
060102,06,0601,,2,Demolición de correa de madera.,,,,1.000,40.00,8,m,,
MAQ0005,,,060102,5,Motosierra a gasolina. de 50 cm de espada y 2 kW de potencia.,,,0.60,0.120,,,h,3.36,
O01OA080,,,060102,4,Oficial 1ª ,,,0.60,0.120,,,h,22.27,
O01OA071,,,060102,4,Peón especializado,,,0.60,0.120,,,h,20.43,
O01OA070,,,060102,4,Peón ordinario,,,1,0.200,,,h,21.15,
,,,060102,7,Demolición de correa de madera. con medios manuales y motosierra. y carga manual sobre camión o contenedor.,,,,,,,,,
060103,06,0601,,2,Demolición de cercha de madera.,,,,1.000,8.00,8,u,,
MAQ0005,,,060103,5,Motosierra a gasolina. de 50 cm de espada y 2 kW de potencia.,,,0.60,0.600,,,h,3.36,
O01OA080,,,060103,4,Oficial 1ª ,,,0.60,0.600,,,h,22.27,
O01OA071,,,060103,4,Peón especializado,,,0.60,0.600,,,h,20.43,
O01OA070,,,060103,4,Peón ordinario,,,1,1.000,,,h,21.15,
,,,060103,7,Demolición de cercha ligera de madera. de 4 m de luz entre apoyos. con medios manuales y motosierra. y carga manual sobre camión o contenedor. El precio incluye el picado de las entregas de la cercha en los muros de apoyo,,,,,,,,,
031101,03,0311,,2,Muro de carga de fábrica de bloque de hormigón. 15 mm,,,,1.000,20.20,8,m2,,
MAT0012,,,031101,3,Bloque de hormigón. liso estándar. color gris. 40x20x15 cm. categoría II. resistencia normalizada R10 (10 N/mm2). densidad 1200 kg/m3. para revestir. Según UNE-EN 771-3.,,,,12.128,,,U,0.64,
MAT0013,,,031101,3,Medio bloque de hormigón. liso estándar. color gris. 20x20x15 cm. categoría II. resistencia normalizada R10 (10 N/mm2). densidad 1200 kg/m3. para revestir. Según UNE-EN 771-3.,,,,0.515,,,U,0.41,
MAT0014,,,031101,3,Bloque de esquina de hormigón. liso estándar. color gris. 40x20x15 cm. categoría II. resistencia normalizada R10 (10 N/mm2). densidad 1200 kg/m3. para revestir. Según UNE-EN 771-3.,,,,0.536,,,U,1.01,
MAT0009,,,031101,3,Agua.,,,,0.004,,,m3,1.50,
MAT0015,,,031101,3,Mortero industrial para albañilería. de cemento. color gris. categoría M-7.5 (resistencia a compresión 7.5 N/mm2). suministrado a granel. según UNE-EN 998-2.,,,,0.021,,,t,37.75,
MAQ0004,,,031101,5,Mezclador continuo con silo. para mortero industrial en seco. suministrado a granel.,,,0.20,0.079,,,h,1.94,
O01OA080,,,031101,4,Oficial 1ª ,,,0.96,0.382,,,h,22.27,
O01OA070,,,031101,4,Peón ordinario,,,1,0.396,,,h,21.15,
,,,031101,7,Muro de carga de 15 cm de espesor de fábrica de bloque de hormigón. liso estándar. color gris. 40x20x15 cm. resistencia normalizada R10 (10 N/mm2). para revestir. con juntas horizontales y verticales de 10 mm de espesor. junta rehundida. recibida con mortero de cemento industrial. color gris. M-7.5. suministrado a granel. con piezas especiales tales como medios bloques y bloques de esquina. El precio no incluye los zunchos horizontales ni la formación de los dinteles de los huecos del paramento.,,,,,,,,,
031102,03,0311,,2,Muro de carga de fábrica de bloque de hormigón. 20 mm,,,,1.000,17.39,8,m2,,
MAT0016,,,031102,3,Bloque de hormigón. liso estándar. color gris. 40x20x20 cm. categoría II. resistencia normalizada R10 (10 N/mm2). densidad 1200 kg/m3. para revestir. Según UNE-EN 771-3.,,,,12.128,,,U,0.64,
MAT0017,,,031102,3,Medio bloque de hormigón. liso estándar. color gris. 20x20x20 cm. categoría II. resistencia normalizada R10 (10 N/mm2). densidad 1200 kg/m3. para revestir. Según UNE-EN 771-3.,,,,0.515,,,U,0.41,
MAT0018,,,031102,3,Bloque de esquina de hormigón. liso estándar. color gris. 40x20x20 cm. categoría II. resistencia normalizada R10 (10 N/mm2). densidad 1200 kg/m3. para revestir. Según UNE-EN 771-3.,,,,0.536,,,U,1.01,
MAT0009,,,031102,3,Agua.,,,,0.005,,,m3,1.50,
MAT0015,,,031102,3,Mortero industrial para albañilería. de cemento. color gris. categoría M-7.5 (resistencia a compresión 7.5 N/mm2). suministrado a granel. según UNE-EN 998-2.,,,,0.028,,,t,37.75,
MAQ0004,,,031102,5,Mezclador continuo con silo. para mortero industrial en seco. suministrado a granel.,,,0.23,0.107,,,h,1.94,
O01OA080,,,031102,4,Oficial 1ª ,,,0.95,0.439,,,h,22.27,
O01OA070,,,031102,4,Peón ordinario,,,1,0.460,,,h,21.15,
,,,031102,7,Muro de carga de 20 cm de espesor de fábrica de bloque de hormigón. liso estándar. color gris. 40x20x20 cm. resistencia normalizada R10 (10 N/mm2). para revestir. con juntas horizontales y verticales de 10 mm de espesor. junta rehundida. recibida con mortero de cemento industrial. color gris. M-7.5. suministrado a granel. con piezas especiales tales como medios bloques y bloques de esquina. El precio no incluye los zunchos horizontales ni la formación de los dinteles de los huecos del paramento.,,,,,,,,,
031103,03,0311,,2,Hoja de partición interior. de fábrica de bloque de hormigón para revestir. 10 mm,,,,1.000,23.74,8,m2,,
MAT0019,,,031103,3,"Bloque hueco de hormigón. para revestir. color gris. 40x20x10 cm. categoría II. resistencia normalizada R10 (10 N/mm2). densidad 1200 kg/m3, con el precio incrementado el 20% en concepto de piezas especiales: zunchos y medios. Según UNE-EN 771-3.",,,,13.000,,,U,0.56,
MAT0009,,,031103,3,Agua.,,,,0.004,,,m3,1.50,
MAT0020,,,031103,3,Mortero industrial para albañilería. de cemento. color gris. categoría M-5 (resistencia a compresión 5 N/mm2). suministrado a granel. según UNE-EN 998-2.,,,,0.013,,,t,36.77,
MAQ0004,,,031103,5,Mezclador continuo con silo. para mortero industrial en seco. suministrado a granel.,,,0.15,0.050,,,h,1.94,
O01OA080,,,031103,4,Oficial 1ª ,,,1.00,0.337,,,h,22.27,
O01OA070,,,031103,4,Peón ordinario,,,0.53,0.179,,,h,21.15,
,,,031103,7,Hoja de partición interior. de 10 cm de espesor. de fábrica de bloque hueco de hormigón. para revestir. color gris. 40x20x10 cm. resistencia normalizada R10 (10 N/mm2). con juntas horizontales y verticales de 10 mm de espesor. junta rehundida. recibida con mortero de cemento industrial. color gris. M-5. suministrado a granel.,,,,,,,,,
031104,03,0311,,2,Hoja de partición interior. de fábrica de bloque de hormigón para revestir. 15 mm,,,,1.000,20.10,8,m2,,
MAT0021,,,031104,3,"Bloque hueco de hormigón. para revestir. color gris. 40x20x15 cm. categoría II. resistencia normalizada R10 (10 N/mm2). densidad 1200 kg/m3, con el precio incrementado el 20% en concepto de piezas especiales: zunchos y medios. Según UNE-EN 771-3.",,,,13.000,,,U,0.77,
MAT0009,,,031104,3,Agua.,,,,0.004,,,m3,1.50,
MAT0020,,,031104,3,Mortero industrial para albañilería. de cemento. color gris. categoría M-5 (resistencia a compresión 5 N/mm2). suministrado a granel. según UNE-EN 998-2.,,,,0.013,,,t,36.77,
MAQ0004,,,031104,5,Mezclador continuo con silo. para mortero industrial en seco. suministrado a granel.,,,0.20,0.079,,,h,1.94,
O01OA080,,,031104,4,Oficial 1ª ,,,1.00,0.398,,,h,22.27,
O01OA070,,,031104,4,Peón ordinario,,,0.55,0.217,,,h,21.15,
,,,031104,7,Hoja de partición interior. de 15 cm de espesor. de fábrica de bloque hueco de hormigón. para revestir. color gris. 40x20x15 cm. resistencia normalizada R10 (10 N/mm2). con juntas horizontales y verticales de 10 mm de espesor. junta rehundida. recibida con mortero de cemento industrial. color gris. M-5. suministrado a granel.,,,,,,,,,
031105,03,0311,,2,Hoja de partición interior. de fábrica de bloque de hormigón para revestir. 20 mm,,,,1.000,17.82,8,m2,,
MAT0022,,,031105,3,"Bloque hueco de hormigón. para revestir. color gris. 40x20x20 cm. categoría II. resistencia normalizada R10 (10 N/mm2). densidad 1150 kg/m3, con el precio incrementado el 20% en concepto de piezas especiales: zunchos y medios. Según UNE-EN 771-3.",,,,13.000,,,U,0.91,
MAT0009,,,031105,3,Agua.,,,,0.005,,,m3,1.50,
MAT0020,,,031105,3,Mortero industrial para albañilería. de cemento. color gris. categoría M-5 (resistencia a compresión 5 N/mm2). suministrado a granel. según UNE-EN 998-2.,,,,0.028,,,t,36.77,
MAQ0004,,,031105,5,Mezclador continuo con silo. para mortero industrial en seco. suministrado a granel.,,,0.24,0.107,,,h,1.94,
O01OA080,,,031105,4,Oficial 1ª ,,,1.00,0.449,,,h,22.27,
O01OA070,,,031105,4,Peón ordinario,,,0.56,0.250,,,h,21.15,
,,,031105,7,Hoja de partición interior. de 20 cm de espesor. de fábrica de bloque hueco de hormigón. para revestir. color gris. 40x20x20 cm. resistencia normalizada R10 (10 N/mm2). con juntas horizontales y verticales de 10 mm de espesor. junta rehundida. recibida con mortero de cemento industrial. color gris. M-5. suministrado a granel.,,,,,,,,,
060301,06,0603,,2,Demolición de viga de madera de hasta 1000 cm2 de sección y hasta 4 m de longitud media,,,,1.000,17.28,8,m,,
MAQ0005,,,060301,5,Motosierra a gasolina. de 50 cm de espada y 2 kW de potencia.,,,0.50,0.232,,,h,3.36,
O01OA070,,,060301,4,Peón ordinario,,,0.50,0.232,,,h,21.15,
O01OA071,,,060301,4,Peón especializado,,,,0.463,,,h,22.43,
,,,060301,7,Demolición de viga de madera de hasta 1000 cm2 de sección y hasta 4 m de longitud media. con medios manuales y motosierra. y carga manual sobre camión o contenedor.,,,,,,,,,
060302,06,0603,,2,Demolición de viga de madera de hasta 1000 cm2 de sección y 4 a 5 m de longitud media,,,,1.000,16.91,8,m,,
MAQ0005,,,060302,5,Motosierra a gasolina. de 50 cm de espada y 2 kW de potencia.,,,0.50,0.236,,,h,3.36,
O01OA070,,,060302,4,Peón ordinario,,,0.50,0.236,,,h,21.15,
O01OA071,,,060302,4,Peón especializado,,,,0.473,,,h,22.43,
,,,060302,7,Demolición de viga de madera de hasta 1000 cm2 de sección y 4 a 5 m de longitud media. con medios manuales y motosierra. y carga manual sobre camión o contenedor.,,,,,,,,,
060303,06,0603,,2,Demolición de viga de madera de hasta 1000 cm2 de sección y 5 a 6 m de longitud media,,,,1.000,16.13,8,m,,
MAQ0005,,,060303,5,Motosierra a gasolina. de 50 cm de espada y 2 kW de potencia.,,,0.50,0.248,,,h,3.36,
O01OA070,,,060303,4,Peón ordinario,,,0.50,0.248,,,h,21.15,
O01OA071,,,060303,4,Peón especializado,,,,0.496,,,h,22.43,
,,,060303,7,Demolición de viga de madera de hasta 1000 cm2 de sección y 5 a 6 m de longitud media. con medios manuales y motosierra. y carga manual sobre camión o contenedor.,,,,,,,,,
060304,06,0603,,2,Demolición de viga de madera de hasta 1000 cm2 de sección y más de 6 m de longitud media,,,,1.000,15.38,8,m,,
MAQ0005,,,060304,5,Motosierra a gasolina. de 50 cm de espada y 2 kW de potencia.,,,0.50,0.260,,,h,3.36,
O01OA070,,,060304,4,Peón ordinario,,,0.50,0.260,,,h,21.15,
O01OA071,,,060304,4,Peón especializado,,,,0.520,,,h,22.43,
,,,060304,7,Demolición de viga de madera de hasta 1000 cm2 de sección y más de 6 m de longitud media. con medios manuales y motosierra. y carga manual sobre camión o contenedor.,,,,,,,,,
120301,12,1203,,2,Desmontaje de cobertura de tejas  en cubierta inclinada.,,,,1.000,16.23,8,m2,,
O01OA080,,,120301,4,Oficial 1ª ,,,0.22,0.110,,,h,22.27,
O01OA070,,,120301,4,Peón ordinario,,,1,0.493,,,h,21.15,
,,,120301,7,"Desmontaje de cobertura de teja cerámica curva. colocada con mortero a menos de 20 m de altura. en cubierta inclinada a dos aguas con una pendiente media del 30%, con medios manuales. y carga manual sobre camión o contenedor. El precio incluye el desmontaje de los elementos de fijación. de los remates. de los canalones y de las bajantes.",,,,,,,,,
120302,12,1203,,2,Desmontaje de cobertura de tejas  en cubierta inclinada con recuperación del 10% del material,,,,1.000,14.06,8,m2,,
O01OA080,,,120302,4,Oficial 1ª ,,,0.22,0.123,,,h,22.27,
O01OA070,,,120302,4,Peón ordinario,,,1,0.569,,,h,21.15,
,,,120302,7,"Desmontaje de cobertura de teja cerámica curva. colocada con mortero a menos de 20 m de altura. en cubierta inclinada a dos aguas con una pendiente media del 30%, con medios manuales y recuperación del 10% del material para su posterior ubicación en otro emplazamiento. siendo el orden de ejecución del proceso inverso al de su instalación. y carga manual sobre camión o contenedor. El precio incluye el desmontaje de los elementos de fijación. de los remates. de los canalones y de las bajantes.",,,,,,,,,
120303,12,1203,,2,Demolición de cumbrera de cubierta inclinada. ubicada a una altura de hasta 20 m,,,,1.000,109.59,8,m,,
O01OA070,,,120303,4,Peón ordinario,,,1,0.073,,,h,21.15,
,,,120303,7,Demolición de cumbrera de cubierta inclinada. ubicada a una altura de hasta 20 m. con medios manuales. sin afectar a la estabilidad de los elementos constructivos contiguos. y carga manual sobre camión o contenedor.,,,,,,,,,
120304,12,1203,,2,Demolición de cumbrera de cubierta inclinada. ubicada a una altura de entre 20 y 40 m,,,,1.000,100.00,8,m,,
O01OA070,,,120304,4,Peón ordinario,,,1,0.080,,,h,21.15,
,,,120304,7,Demolición de cumbrera de cubierta inclinada. ubicada a una altura de entre 20 y 40 m. con medios manuales. sin afectar a la estabilidad de los elementos constructivos contiguos. y carga manual sobre camión o contenedor.,,,,,,,,,
120305,12,1203,,2,Demolición de cumbrera de cubierta inclinada. ubicada a una altura mayor de 40 m.,,,,1.000,90.91,8,m,,
O01OA070,,,120305,4,Peón ordinario,,,1,0.088,,,h,21.15,
,,,120305,7,Demolición de cumbrera de cubierta inclinada. ubicada a una altura mayor de 40 m. con medios manuales. sin afectar a la estabilidad de los elementos constructivos contiguos. y carga manual sobre camión o contenedor.,,,,,,,,,
016101,01,0161,,2,Transporte con camión de residuos inertes de ladrillos. tejas y materiales cerámicos,,,,1.000,75.47,8,m3,,
MAQ0006,,,016101,5,Camión de transporte de 10 t con una capacidad de 8 m3 y 2 ejes.,,,1,0.106,,,h,59.60,
%Medios auxiliares,,,016101,6,Medios auxiliares ,,,,,,,%,2.00,
,,,016101,7,Transporte con camión de residuos inertes de ladrillos. tejas y materiales cerámicos. producidos en obras de construcción y/o demolición. a vertedero específico. instalación de tratamiento de residuos de construcción y demolición externa a la obra o centro de valorización o eliminación de residuos. situado a 10 km de distancia.,,,,,,,,,
016102,01,0161,,2,Transporte con camión de residuos inertes de hormigones. morteros y prefabricados producidos en obras de construcción y/o demolición,,,,1.000,50.31,8,m3,,
MAQ0006,,,016102,5,Camión de transporte de 10 t con una capacidad de 8 m3 y 2 ejes.,,,1,0.159,,,h,59.60,
%Medios auxiliares,,,016102,6,Medios auxiliares ,,,,,,,%,2.00,
,,,016102,7,Transporte con camión de residuos inertes de hormigones. morteros y prefabricados producidos en obras de construcción y/o demolición. a vertedero específico. instalación de tratamiento de residuos de construcción y demolición externa a la obra o centro de valorización o eliminación de residuos. situado a 10 km de distancia. El precio incluye el tiempo de espera en obra durante las operaciones de carga. el viaje de ida. la descarga y el viaje de vuelta. pero no incluye la carga en obra,,,,,,,,,
016103,01,0161,,2,Transporte con camión de residuos inertes vítreos producidos en obras de construcción y/o demolición,,,,1.000,45.98,8,m3,,
MAQ0006,,,016103,5,Camión de transporte de 10 t con una capacidad de 8 m3 y 2 ejes.,,,1,0.174,,,h,59.60,
%Medios auxiliares,,,016103,6,Medios auxiliares ,,,,,,,%,2.00,
,,,016103,7,Transporte con camión de residuos inertes vítreos producidos en obras de construcción y/o demolición. a vertedero específico. instalación de tratamiento de residuos de construcción y demolición externa a la obra o centro de valorización o eliminación de residuos. situado a 10 km de distancia. El precio incluye el tiempo de espera en obra durante las operaciones de carga. el viaje de ida. la descarga y el viaje de vuelta. pero no incluye la carga en obra.,,,,,,,,,
016104,01,0161,,2,Transporte con camión de residuos inertes de madera producidos en obras de construcción y/o demolición,,,,1.000,129.03,8,m3,,
MAQ0006,,,016104,5,Camión de transporte de 10 t con una capacidad de 8 m3 y 2 ejes.,,,1,0.062,,,h,59.60,
%Medios auxiliares,,,016104,6,Medios auxiliares ,,,,,,,%,2.00,
,,,016104,7,Transporte con camión de residuos inertes de madera producidos en obras de construcción y/o demolición. a vertedero específico. instalación de tratamiento de residuos de construcción y demolición externa a la obra o centro de valorización o eliminación de residuos. situado a 10 km de distancia. El precio incluye el tiempo de espera en obra durante las operaciones de carga. el viaje de ida. la descarga y el viaje de vuelta. pero no incluye la carga en obra.,,,,,,,,,
016105,01,0161,,2,Transporte con camión de residuos inertes plásticos producidos en obras de construcción y/o demolición,,,,1.000,88.89,8,m3,,
MAQ0006,,,016105,5,Camión de transporte de 10 t con una capacidad de 8 m3 y 2 ejes.,,,1,0.090,,,h,59.60,
%Medios auxiliares,,,016105,6,Medios auxiliares ,,,,,,,%,2.00,
,,,016105,7,Transporte con camión de residuos inertes plásticos producidos en obras de construcción y/o demolición. a vertedero específico. instalación de tratamiento de residuos de construcción y demolición externa a la obra o centro de valorización o eliminación de residuos. situado a 10 km de distancia. El precio incluye el tiempo de espera en obra durante las operaciones de carga. el viaje de ida. la descarga y el viaje de vuelta. pero no incluye la carga en obra.,,,,,,,,,
016106,01,0161,,2,Transporte con camión de residuos inertes de papel y cartón. producidos en obras de construcción y/o demolición,,,,1.000,142.86,8,m3,,
MAQ0006,,,016106,5,Camión de transporte de 10 t con una capacidad de 8 m3 y 2 ejes.,,,1,0.056,,,h,59.60,
%Medios auxiliares,,,016106,6,Medios auxiliares ,,,,,,,%,2.00,
,,,016106,7,Transporte con camión de residuos inertes de papel y cartón. producidos en obras de construcción y/o demolición. a vertedero específico. instalación de tratamiento de residuos de construcción y demolición externa a la obra o centro de valorización o eliminación de residuos. situado a 10 km de distancia. El precio incluye el tiempo de espera en obra durante las operaciones de carga. el viaje de ida. la descarga y el viaje de vuelta. pero no incluye la carga en obra.,,,,,,,,,
016107,01,0161,,2,Transporte con camión de residuos inertes metálicos producidos en obras de construcción y/o demolición,,,,1.000,16.46,8,m3,,
